sid,tid,fid,ss,et,label,score
0,91,10,3,62,0,0.19530315697193146
0,78,5,3,142,1,0.22495286166667938
0,82,15,3,206,1,0.2031850516796112
0,84,0,2,374,1,0.33226698637008667
0,43,20,3,413,1,0.24666844308376312
0,25,20,2,346,1,0.32354840636253357
0,12,15,2,289,1,0.31695982813835144
0,50,5,2,310,1,0.3563939929008484
0,58,15,2,179,0,0.29508790373802185
0,64,0,2,374,1,0.29012349247932434
0,89,20,3,285,1,0.2291807234287262
0,29,0,2,426,1,0.3771915137767792
0,82,20,3,206,1,0.24068480730056763
0,87,25,3,195,0,0.21216659247875214
0,31,15,2,88,1,0.33030179142951965
0,22,0,2,250,1,0.2933148741722107
0,81,15,2,183,1,0.34689322113990784
0,53,10,2,393,1,0.3351222276687622
0,65,20,2,59,1,0.359391450881958
0,69,0,2,14,1,0.30740654468536377
0,1,5,3,65,0,0.2219351828098297
0,36,25,3,217,0,0.2508634030818939
0,54,20,2,99,1,0.2938288450241089
0,30,15,2,46,1,0.3239476978778839
0,2,0,3,156,0,0.19639675319194794
0,45,0,2,119,1,0.29944315552711487
0,75,10,2,348,0,0.32911553978919983
0,6,15,2,170,1,0.37167981266975403
0,72,10,2,280,1,0.4086206257343292
0,56,20,2,135,1,0.3084447681903839
0,53,0,2,393,1,0.3002266585826874
0,67,25,2,116,0,0.29118648171424866
0,92,25,3,82,0,0.1774098128080368
0,66,20,2,77,1,0.22880525887012482
0,38,15,3,278,1,0.2409142553806305
0,24,25,3,325,1,0.2563287913799286
0,89,5,3,285,1,0.21403777599334717
0,7,5,2,193,1,0.33833634853363037
0,67,10,2,116,0,0.24284227192401886
0,82,5,3,206,1,0.18863771855831146
0,14,25,2,337,0,0.3169364631175995
0,55,25,2,119,1,0.29823166131973267
0,10,10,2,251,1,0.3514329791069031
0,3,25,3,306,1,0.21086442470550537
0,83,10,2,241,1,0.2082778662443161
0,27,25,3,366,1,0.25842735171318054
0,59,20,2,235,1,0.2533305883407593
0,51,20,2,355,1,0.2647731602191925
0,12,5,2,289,1,0.3276718854904175
0,0,10,3,28,1,0.21113048493862152
0,67,20,2,116,0,0.28842929005622864
0,32,15,3,104,1,0.23644955456256866
0,37,25,2,266,1,0.3133881390094757
0,75,25,2,348,0,0.3713696300983429
0,81,0,2,183,1,0.33062154054641724
0,18,15,2,435,1,0.36482638120651245
0,6,0,2,170,1,0.37500327825546265
0,66,15,2,77,1,0.26888522505760193
0,22,25,2,250,1,0.25755730271339417
0,45,15,2,119,1,0.274202436208725
0,6,25,2,170,1,0.3886631727218628
0,19,5,3,176,1,0.2503848075866699
0,3,20,3,306,1,0.1974850744009018
0,35,20,2,17,1,0.35630321502685547
0,48,25,3,29,1,0.3095661699771881
0,21,10,2,211,1,0.3599090278148651
0,93,5,3,310,1,0.169781893491745
0,0,20,3,28,1,0.20615187287330627
0,73,20,2,295,0,0.3630094528198242
0,55,15,2,119,1,0.3057308793067932
0,21,20,2,211,1,0.26898521184921265
0,26,0,2,30,1,0.33834031224250793
0,64,10,2,374,1,0.3579583168029785
0,37,5,2,266,1,0.2848246991634369
0,86,10,3,174,0,0.21461467444896698
0,70,20,2,181,0,0.28608760237693787
0,46,15,2,154,1,0.23640289902687073
0,48,0,3,29,1,0.3333027958869934
0,18,0,2,435,1,0.36781978607177734
0,69,20,2,14,1,0.21715031564235687
0,3,0,3,306,1,0.228851318359375
0,8,15,2,208,1,0.3161018490791321
0,17,0,2,416,1,0.35413262248039246
0,85,25,2,107,1,0.2864169776439667
0,35,5,2,17,1,0.3646396994590759
0,8,20,2,208,1,0.386543333530426
0,5,15,2,86,1,0.34292736649513245
0,90,25,3,27,0,0.16344131529331207
0,28,15,2,404,1,0.3211289048194885
0,36,0,3,217,0,0.2396630495786667
0,91,15,3,62,0,0.18735560774803162
0,32,10,3,104,1,0.3022778630256653
0,13,5,3,308,1,0.26245880126953125
0,29,5,2,426,1,0.336760550737381
0,71,0,3,200,0,0.25653570890426636
0,80,25,2,119,1,0.3828127980232239
0,49,0,3,251,0,0.2561277151107788
0,19,25,3,176,1,0.2048489898443222
0,2,10,3,156,0,0.18325725197792053
0,58,20,2,179,0,0.3222068250179291
0,26,5,2,30,1,0.3220442235469818
0,42,20,2,385,1,0.241744264960289
0,74,25,3,312,1,0.2231699377298355
0,76,20,2,51,1,0.317268431186676
0,7,20,2,193,1,0.3721822202205658
0,69,5,2,14,1,0.27077701687812805
0,87,15,3,195,0,0.20932787656784058
0,67,15,2,116,0,0.2581295669078827
0,49,5,3,251,0,0.27751588821411133
0,90,0,3,27,0,0.1804613322019577
0,6,10,2,170,1,0.39070069789886475
0,41,15,2,344,0,0.3636673092842102
0,60,0,2,251,1,0.23831389844417572
0,49,20,3,251,0,0.2081061154603958
0,47,10,2,177,1,0.32147639989852905
0,41,0,2,344,0,0.3148066997528076
0,61,15,2,269,1,0.3177599608898163
0,61,25,2,269,1,0.23396973311901093
0,91,0,3,62,0,0.15809465944766998
0,58,0,2,179,0,0.30571749806404114
0,47,20,2,177,1,0.36688607931137085
0,0,5,3,28,1,0.21414226293563843
0,56,25,2,135,1,0.28349176049232483
0,83,5,2,241,1,0.17380690574645996
0,31,10,2,88,1,0.3407374620437622
0,52,20,2,374,1,0.3394981324672699
0,8,0,2,208,1,0.3944537043571472
0,49,10,3,251,0,0.3195202350616455
0,43,10,3,413,1,0.25210681557655334
0,16,0,2,385,1,0.40318021178245544
0,27,15,3,366,1,0.2877544164657593
0,60,25,2,251,1,0.2597213089466095
0,82,0,3,206,1,0.17833314836025238
0,56,10,2,135,1,0.3103559911251068
0,15,20,2,371,1,0.3051379323005676
0,72,20,2,280,1,0.3560570478439331
0,93,20,3,310,1,0.17843055725097656
0,39,5,3,308,1,0.19663187861442566
0,62,0,2,342,1,0.342438668012619
0,50,10,2,310,1,0.34061533212661743
0,17,10,2,416,1,0.34387916326522827
0,16,20,2,385,1,0.39063775539398193
0,64,5,2,374,1,0.3330371677875519
0,11,25,2,274,0,0.4006868600845337
0,34,20,2,157,1,0.2616429328918457
0,9,5,2,230,1,0.32911866903305054
0,35,15,2,17,1,0.37068673968315125
0,38,0,3,278,1,0.243643119931221
0,64,25,2,374,1,0.21756207942962646
0,83,20,2,241,1,0.2643451988697052
0,46,0,2,154,1,0.21517489850521088
0,69,25,2,14,1,0.24436916410923004
0,27,0,3,366,1,0.3063276410102844
0,40,20,2,327,0,0.2202078104019165
0,68,20,2,148,0,0.284024178981781
0,84,25,2,374,1,0.2631779909133911
0,54,15,2,99,1,0.3418819308280945
0,24,10,3,325,1,0.28379857540130615
0,28,25,2,404,1,0.35432764887809753
0,11,15,2,274,0,0.35837456583976746
0,46,20,2,154,1,0.2006445676088333
0,12,25,2,289,1,0.29858675599098206
0,59,15,2,235,1,0.25341203808784485
0,23,15,3,286,1,0.27805212140083313
0,25,15,2,346,1,0.30427342653274536
0,5,25,2,86,1,0.3495546579360962
0,65,10,2,59,1,0.35916468501091003
0,39,10,3,308,1,0.24334460496902466
0,36,20,3,217,0,0.2354402393102646
0,41,5,2,344,0,0.3494141697883606
0,44,15,2,429,0,0.28919756412506104
0,53,5,2,393,1,0.3120134472846985
0,56,0,2,135,1,0.3101065456867218
0,84,5,2,374,1,0.28004682064056396
0,83,15,2,241,1,0.27523380517959595
0,4,20,2,38,1,0.377642959356308
0,66,5,2,77,1,0.27625977993011475
0,7,0,2,193,1,0.3599196672439575
0,59,0,2,235,1,0.2546963393688202
0,46,25,2,154,1,0.2516345977783203
0,71,25,3,200,0,0.22120840847492218
0,51,10,2,355,1,0.32509106397628784
0,93,10,3,310,1,0.16180762648582458
0,86,20,3,174,0,0.18664389848709106
0,52,10,2,374,1,0.3158988952636719
0,29,15,2,426,1,0.3417738676071167
0,63,5,2,38,1,0.35024458169937134
0,57,10,3,155,1,0.20815175771713257
0,35,0,2,17,1,0.35280996561050415
0,38,25,3,278,1,0.25542834401130676
0,44,25,2,429,0,0.2502698302268982
0,79,10,3,303,1,0.2111416459083557
0,55,0,2,119,1,0.2920289933681488
0,62,10,2,342,1,0.3500825762748718
0,4,5,2,38,1,0.31773748993873596
0,88,20,3,229,1,0.19158358871936798
0,24,5,3,325,1,0.2568923234939575
0,16,5,2,385,1,0.3777256906032562
0,48,15,3,29,1,0.35954514145851135
0,11,0,2,274,0,0.392303466796875
0,52,15,2,374,1,0.33016437292099
0,20,10,3,193,0,0.27848541736602783
0,84,10,2,374,1,0.2700706124305725
0,42,5,2,385,1,0.3217790722846985
0,79,0,3,303,1,0.23084041476249695
0,51,0,2,355,1,0.3017714023590088
0,84,20,2,374,1,0.23716160655021667
0,88,15,3,229,1,0.13338448107242584
0,85,0,2,107,1,0.2914467751979828
0,22,5,2,250,1,0.2977633476257324
0,38,5,3,278,1,0.2263515293598175
0,3,5,3,306,1,0.22922730445861816
0,4,0,2,38,1,0.3650515675544739
0,50,20,2,310,1,0.37756597995758057
0,15,25,2,371,1,0.3606359362602234
0,53,20,2,393,1,0.3643715977668762
0,28,20,2,404,1,0.3545415699481964
0,39,0,3,308,1,0.21590617299079895
0,85,5,2,107,1,0.3158864676952362
0,66,25,2,77,1,0.2674659192562103
0,33,5,2,120,1,0.4061996042728424
0,37,15,2,266,1,0.2850647270679474
0,84,15,2,374,1,0.2484971433877945
0,88,10,3,229,1,0.1110873743891716
0,26,20,2,30,1,0.3243258595466614
0,29,20,2,426,1,0.33837029337882996
0,29,10,2,426,1,0.3228520452976227
0,47,0,2,177,1,0.23876389861106873
0,60,20,2,251,1,0.2773139178752899
0,32,20,3,104,1,0.19273167848587036
0,14,15,2,337,0,0.2933956980705261
0,28,10,2,404,1,0.29289934039115906
0,12,0,2,289,1,0.32796338200569153
0,13,0,3,308,1,0.2523764371871948
0,67,5,2,116,0,0.24768047034740448
0,81,20,2,183,1,0.33418604731559753
0,21,0,2,211,1,0.3545703887939453
0,39,15,3,308,1,0.22051937878131866
0,33,0,2,120,1,0.3998737037181854
0,62,15,2,342,1,0.3626123368740082
0,18,20,2,435,1,0.31856802105903625
0,20,0,3,193,0,0.29025399684906006
0,47,15,2,177,1,0.3595799505710602
0,7,10,2,193,1,0.3747381269931793
0,34,15,2,157,1,0.28289151191711426
0,0,25,3,28,1,0.1856052726507187
0,40,15,2,327,0,0.24936123192310333
0,73,0,2,295,0,0.37249621748924255
0,20,20,3,193,0,0.22538356482982635
0,1,25,3,65,0,0.2254580706357956
0,68,5,2,148,0,0.3319638669490814
0,14,0,2,337,0,0.3746564984321594
0,44,5,2,429,0,0.2960255742073059
0,14,20,2,337,0,0.3191958963871002
0,83,0,2,241,1,0.18795570731163025
0,51,15,2,355,1,0.3144236207008362
0,79,5,3,303,1,0.23992805182933807
0,90,5,3,27,0,0.19300176203250885
0,44,20,2,429,0,0.27365419268608093
0,35,25,2,17,1,0.3491620421409607
0,4,15,2,38,1,0.3215087354183197
0,8,25,2,208,1,0.36175841093063354
0,73,5,2,295,0,0.34502023458480835
0,21,25,2,211,1,0.22119073569774628
0,74,0,3,312,1,0.26016274094581604
0,10,25,2,251,1,0.3263137936592102
0,52,25,2,374,1,0.3572194576263428
0,30,10,2,46,1,0.3239377737045288
0,6,20,2,170,1,0.4092548191547394
0,17,15,2,416,1,0.3561702370643616
0,77,10,3,89,1,0.18728852272033691
0,74,20,3,312,1,0.27786189317703247
0,57,0,3,155,1,0.17137271165847778
0,23,0,3,286,1,0.2747376561164856
0,19,15,3,176,1,0.2425430864095688
0,47,5,2,177,1,0.28306496143341064
0,43,5,3,413,1,0.22873733937740326
0,37,20,2,266,1,0.3171929121017456
0,30,5,2,46,1,0.32127436995506287
0,89,0,3,285,1,0.21337203681468964
0,26,15,2,30,1,0.3048602342605591
0,36,15,3,217,0,0.23818962275981903
0,71,5,3,200,0,0.24017833173274994
0,57,20,3,155,1,0.2506493330001831
0,8,10,2,208,1,0.3595123589038849
0,82,10,3,206,1,0.20833167433738708
0,12,20,2,289,1,0.3226740062236786
0,64,15,2,374,1,0.3153006434440613
0,44,0,2,429,0,0.2764354348182678
0,20,15,3,193,0,0.27455276250839233
0,37,10,2,266,1,0.27867650985717773
0,32,25,3,104,1,0.22643506526947021
0,31,5,2,88,1,0.3682275712490082
0,53,25,2,393,1,0.3423762917518616
0,73,15,2,295,0,0.33793097734451294
0,16,10,2,385,1,0.3821849524974823
0,81,25,2,183,1,0.3624000549316406
0,42,0,2,385,1,0.32640641927719116
0,19,0,3,176,1,0.24211563169956207
0,39,25,3,308,1,0.23155736923217773
0,31,20,2,88,1,0.3916866183280945
0,18,5,2,435,1,0.31722158193588257
0,43,0,3,413,1,0.2096228301525116
0,76,25,2,51,1,0.36924049258232117
0,45,25,2,119,1,0.30754026770591736
0,31,25,2,88,1,0.3418439030647278
0,81,5,2,183,1,0.27582237124443054
0,2,20,3,156,0,0.1959160417318344
0,72,0,2,280,1,0.3563176095485687
0,37,0,2,266,1,0.2585477828979492
0,33,25,2,120,1,0.3364362120628357
0,90,20,3,27,0,0.1735430806875229
0,31,0,2,88,1,0.3767625689506531
0,39,20,3,308,1,0.22384601831436157
0,92,5,3,82,0,0.19099581241607666
0,69,15,2,14,1,0.24744749069213867
0,2,5,3,156,0,0.19398103654384613
0,80,15,2,119,1,0.3440200090408325
0,67,0,2,116,0,0.28323760628700256
0,42,25,2,385,1,0.2649499475955963
0,54,5,2,99,1,0.2869546711444855
0,75,20,2,348,0,0.37345045804977417
0,77,0,3,89,1,0.17879420518875122
0,25,0,2,346,1,0.3411862254142761
0,68,25,2,148,0,0.2822778522968292
0,17,5,2,416,1,0.3476432263851166
0,34,0,2,157,1,0.3039129972457886
0,15,0,2,371,1,0.38537806272506714
0,71,10,3,200,0,0.21701787412166595
0,61,10,2,269,1,0.2674945294857025
0,91,25,3,62,0,0.1799059361219406
0,74,5,3,312,1,0.2766798436641693
0,89,15,3,285,1,0.2337711751461029
0,78,0,3,142,1,0.2285824418067932
0,76,0,2,51,1,0.325597882270813
0,62,20,2,342,1,0.3448195159435272
0,80,20,2,119,1,0.3619588613510132
0,62,5,2,342,1,0.3085791766643524
0,63,20,2,38,1,0.3720724582672119
0,77,15,3,89,1,0.19266968965530396
0,60,15,2,251,1,0.29906561970710754
0,23,20,3,286,1,0.26267334818840027
0,58,5,2,179,0,0.3033653795719147
0,12,10,2,289,1,0.3067268133163452
0,22,10,2,250,1,0.2581140995025635
0,35,10,2,17,1,0.3686580955982208
0,92,20,3,82,0,0.19727373123168945
0,92,15,3,82,0,0.188797727227211
0,72,15,2,280,1,0.3346770107746124
0,9,20,2,230,1,0.3550303876399994
0,88,0,3,229,1,0.23446869850158691
0,7,25,2,193,1,0.399006187915802
0,33,10,2,120,1,0.3601316809654236
0,57,5,3,155,1,0.1894879937171936
0,14,10,2,337,0,0.34891948103904724
0,6,5,2,170,1,0.3938457667827606
0,34,25,2,157,1,0.2751765251159668
0,59,5,2,235,1,0.24404646456241608
0,43,25,3,413,1,0.23724861443042755
0,48,10,3,29,1,0.34496113657951355
0,83,25,2,241,1,0.25311991572380066
0,34,10,2,157,1,0.30258727073669434
0,65,25,2,59,1,0.3963584005832672
0,21,15,2,211,1,0.35126978158950806
0,61,20,2,269,1,0.29028376936912537
0,14,5,2,337,0,0.34001418948173523
0,38,10,3,278,1,0.23224622011184692
0,2,15,3,156,0,0.20395591855049133
0,41,20,2,344,0,0.3668125867843628
0,55,5,2,119,1,0.31245914101600647
0,19,10,3,176,1,0.2496209442615509
0,13,10,3,308,1,0.25306376814842224
0,93,25,3,310,1,0.19758684933185577
0,86,15,3,174,0,0.18730765581130981
0,87,5,3,195,0,0.1866919994354248
0,58,25,2,179,0,0.341753751039505
0,28,0,2,404,1,0.33449888229370117
0,49,25,3,251,0,0.21612700819969177
0,26,10,2,30,1,0.30522578954696655
0,51,25,2,355,1,0.37619784474372864
0,54,25,2,99,1,0.3051011562347412
0,53,15,2,393,1,0.3567064702510834
0,9,10,2,230,1,0.37294289469718933
0,86,0,3,174,0,0.21757088601589203
0,27,5,3,366,1,0.29418376088142395
0,47,25,2,177,1,0.2773806154727936
0,70,25,2,181,0,0.3030526340007782
0,93,0,3,310,1,0.18228328227996826
0,85,10,2,107,1,0.3196163475513458
0,23,10,3,286,1,0.24789287149906158
0,15,5,2,371,1,0.36599743366241455
0,5,5,2,86,1,0.35050857067108154
0,78,25,3,142,1,0.24360519647598267
0,92,0,3,82,0,0.18653841316699982
0,89,25,3,285,1,0.19122284650802612
0,10,15,2,251,1,0.36713480949401855
0,77,20,3,89,1,0.1892465204000473
0,0,15,3,28,1,0.20043087005615234
0,52,5,2,374,1,0.32931646704673767
0,51,5,2,355,1,0.2758445143699646
0,69,10,2,14,1,0.27569422125816345
0,42,15,2,385,1,0.2737444341182709
0,30,25,2,46,1,0.2719932794570923
0,33,20,2,120,1,0.34777259826660156
0,18,10,2,435,1,0.30368947982788086
0,29,25,2,426,1,0.34749698638916016
0,15,10,2,371,1,0.31342813372612
0,87,10,3,195,0,0.2068173736333847
0,17,25,2,416,1,0.40181460976600647
0,70,10,2,181,0,0.21162302792072296
0,20,5,3,193,0,0.2862526774406433
0,48,20,3,29,1,0.33876579999923706
0,23,5,3,286,1,0.23862101137638092
0,85,20,2,107,1,0.3258996605873108
0,50,15,2,310,1,0.3848767876625061
0,63,0,2,38,1,0.35498741269111633
0,77,25,3,89,1,0.19001801311969757
0,5,10,2,86,1,0.3253669738769531
0,61,0,2,269,1,0.2952539622783661
0,16,25,2,385,1,0.3914526700973511
0,55,20,2,119,1,0.2989964485168457
0,79,25,3,303,1,0.19845595955848694
0,62,25,2,342,1,0.370429128408432
0,71,15,3,200,0,0.2219468504190445
0,21,5,2,211,1,0.3681832253932953
0,18,25,2,435,1,0.30060404539108276
0,70,5,2,181,0,0.2616954743862152
0,63,15,2,38,1,0.3363182544708252
1,21,10,2,376,1,0.31717199087142944
1,25,20,2,186,1,0.36900001764297485
1,10,20,2,239,0,0.42884472012519836
1,26,20,2,269,0,0.37931519746780396
1,28,0,2,414,1,0.3813532888889313
1,47,15,3,169,0,0.41611552238464355
1,20,20,2,326,1,0.3376077711582184
1,9,0,2,218,0,0.36640045046806335
1,7,20,3,159,0,0.31544262170791626
1,33,25,3,271,0,0.5260038375854492
1,36,10,2,122,1,0.36562973260879517
1,22,15,3,65,1,0.4731280505657196
1,9,20,2,218,0,0.3607703149318695
1,1,0,2,297,1,0.3329944312572479
1,37,5,2,137,1,0.3701559901237488
1,32,20,3,252,0,0.4198603928089142
1,27,10,2,393,0,0.3536583185195923
1,30,10,3,114,0,0.37442654371261597
1,7,15,3,159,0,0.35476648807525635
1,3,20,2,432,0,0.32665950059890747
1,22,10,3,65,1,0.4358553886413574
1,16,10,2,78,0,0.3854575753211975
1,44,25,2,47,1,0.36495763063430786
1,0,25,3,251,0,0.5121211409568787
1,14,20,3,54,0,0.46958115696907043
1,43,10,2,378,1,0.3718376159667969
1,45,0,3,102,0,0.37389081716537476
1,10,25,2,239,0,0.4120616912841797
1,13,15,2,337,1,0.4080977737903595
1,26,10,2,269,0,0.3101228177547455
1,32,0,3,252,0,0.39232754707336426
1,11,0,2,180,0,0.3857184052467346
1,18,10,2,128,0,0.4218013286590576
1,46,0,2,128,1,0.3572331666946411
1,27,0,2,393,0,0.29424694180488586
1,33,0,3,271,0,0.42711374163627625
1,4,20,2,447,0,0.3563118278980255
1,41,0,2,317,1,0.3698413670063019
1,35,25,3,313,0,0.42598265409469604
1,43,25,2,378,1,0.44155970215797424
1,6,15,3,118,1,0.4259193241596222
1,25,25,2,186,1,0.32560014724731445
1,8,5,2,179,1,0.4085073173046112
1,19,25,3,166,0,0.41960370540618896
1,0,5,3,251,0,0.49950575828552246
1,0,0,3,251,0,0.47696298360824585
1,46,25,2,128,1,0.31879574060440063
1,37,10,2,137,1,0.3772754669189453
1,37,15,2,137,1,0.35122549533843994
1,13,20,2,337,1,0.44169238209724426
1,4,25,2,447,0,0.4032611548900604
1,26,15,2,269,0,0.35830169916152954
1,21,25,2,376,1,0.34980595111846924
1,1,5,2,297,1,0.34113964438438416
1,6,20,3,118,1,0.4426323473453522
1,2,5,2,359,0,0.36640188097953796
1,14,15,3,54,0,0.5233337879180908
1,35,5,3,313,0,0.4034605026245117
1,20,5,2,326,1,0.25144314765930176
1,19,20,3,166,0,0.3797384798526764
1,34,0,3,292,0,0.3864271342754364
1,12,15,2,249,1,0.36397817730903625
1,18,5,2,128,0,0.3927241861820221
1,31,10,3,128,0,0.350010484457016
1,47,20,3,169,0,0.4264189600944519
1,42,15,2,340,1,0.3896998465061188
1,6,25,3,118,1,0.4691740572452545
1,15,10,3,65,0,0.46199700236320496
1,20,15,2,326,1,0.2751070559024811
1,20,10,2,326,1,0.28204619884490967
1,10,5,2,239,0,0.3764054775238037
1,5,5,2,489,1,0.3812328279018402
1,32,5,3,252,0,0.41296231746673584
1,40,25,3,257,0,0.4005223214626312
1,38,5,2,155,1,0.36964237689971924
1,31,25,3,128,0,0.33407509326934814
1,22,25,3,65,1,0.43135032057762146
1,30,15,3,114,0,0.3767523467540741
1,30,5,3,114,0,0.353445827960968
1,33,5,3,271,0,0.4143384099006653
1,21,20,2,376,1,0.3413376808166504
1,29,20,2,468,1,0.34239184856414795
1,32,10,3,252,0,0.3808387219905853
1,45,5,3,102,0,0.47582530975341797
1,14,10,3,54,0,0.5182462334632874
1,31,5,3,128,0,0.33662882447242737
1,32,25,3,252,0,0.4196377992630005
1,44,10,2,47,1,0.41253864765167236
1,38,20,2,155,1,0.3291248083114624
1,40,0,3,257,0,0.4556918740272522
1,46,20,2,128,1,0.42060306668281555
1,18,25,2,128,0,0.4098491370677948
1,1,25,2,297,1,0.37516793608665466
1,8,25,2,179,1,0.3199162185192108
1,20,25,2,326,1,0.3697756230831146
1,13,10,2,337,1,0.40563878417015076
1,23,20,2,108,1,0.32854440808296204
1,12,20,2,249,1,0.36809879541397095
1,23,25,2,108,1,0.29746222496032715
1,33,15,3,271,0,0.4597403407096863
1,42,25,2,340,1,0.36019280552864075
1,36,15,2,122,1,0.35025227069854736
