sid,tid,fid,ss,et,label,score
0,20,0,3,193,0,0.0012202755315229297
0,47,15,2,177,1,0.0044290171936154366
0,7,10,2,193,1,0.9790605306625366
0,34,15,2,157,1,0.41680246591567993
0,0,25,3,28,1,1.56986789079383e-05
0,40,15,2,327,0,9.770478209247813e-05
0,73,0,2,295,0,0.049223773181438446
0,20,20,3,193,0,0.0003458267019595951
0,1,25,3,65,0,0.0003428300260566175
0,68,5,2,148,0,0.0004057118494529277
0,14,0,2,337,0,0.5623141527175903
0,44,5,2,429,0,0.0018472017254680395
0,14,20,2,337,0,0.6013978719711304
0,83,0,2,241,1,3.9234473661053926e-06
0,51,15,2,355,1,0.00013917082105763257
0,79,5,3,303,1,8.70894109539222e-06
0,90,5,3,27,0,0.0016207997687160969
0,44,20,2,429,0,0.3871615529060364
0,35,25,2,17,1,0.14089033007621765
0,4,15,2,38,1,0.790941596031189
0,8,25,2,208,1,0.48376962542533875
0,73,5,2,295,0,0.7604852914810181
0,21,25,2,211,1,0.9992701411247253
0,74,0,3,312,1,0.5397776365280151
0,10,25,2,251,1,0.4505503177642822
0,52,25,2,374,1,0.7769384980201721
0,30,10,2,46,1,0.9969598054885864
0,6,20,2,170,1,0.9982858300209045
0,17,15,2,416,1,0.9999982118606567
0,77,10,3,89,1,0.013417860493063927
0,74,20,3,312,1,0.011164785362780094
0,57,0,3,155,1,2.7909194614039734e-05
0,23,0,3,286,1,0.11674490571022034
0,19,15,3,176,1,1.9108809283352457e-05
0,47,5,2,177,1,5.23118615092244e-07
0,43,5,3,413,1,2.905575229306123e-07
0,37,20,2,266,1,0.08549045771360397
0,30,5,2,46,1,0.9997039437294006
0,89,0,3,285,1,1.076659039700445e-10
0,26,15,2,30,1,0.037868332117795944
0,36,15,3,217,0,0.011710120365023613
0,71,5,3,200,0,0.11089014261960983
0,57,20,3,155,1,2.556807521614246e-05
0,8,10,2,208,1,0.055733419954776764
0,82,10,3,206,1,5.62665536563145e-06
0,12,20,2,289,1,0.5572653412818909
0,64,15,2,374,1,0.167791485786438
0,44,0,2,429,0,0.08086738735437393
0,20,15,3,193,0,0.19831006228923798
0,37,10,2,266,1,0.9016655087471008
0,32,25,3,104,1,0.00026786612579599023
0,31,5,2,88,1,0.9960179924964905
0,53,25,2,393,1,0.0007444176590070128
0,73,15,2,295,0,0.4504079520702362
0,16,10,2,385,1,0.9995546936988831
0,81,25,2,183,1,0.9896076321601868
0,42,0,2,385,1,0.8993499279022217
0,19,0,3,176,1,0.08592895418405533
0,39,25,3,308,1,0.010942209511995316
0,31,20,2,88,1,0.8260914087295532
0,18,5,2,435,1,0.4824555814266205
0,43,0,3,413,1,3.2422872209281195e-07
0,76,25,2,51,1,0.991473913192749
0,45,25,2,119,1,0.3760071396827698
0,31,25,2,88,1,0.18758033215999603
0,81,5,2,183,1,0.19543223083019257
0,2,20,3,156,0,0.0007379326270893216
0,72,0,2,280,1,0.0673227533698082
0,37,0,2,266,1,0.011955363675951958
0,33,25,2,120,1,0.9918572902679443
0,90,20,3,27,0,9.712033715914004e-06
0,31,0,2,88,1,0.9995494484901428
0,39,20,3,308,1,1.2516906281234697e-05
0,92,5,3,82,0,0.0006194330053403974
0,69,15,2,14,1,0.00023191494983620942
0,2,5,3,156,0,0.00048302352661266923
0,80,15,2,119,1,0.0387093760073185
0,67,0,2,116,0,0.5334797501564026
0,42,25,2,385,1,0.3944917321205139
0,54,5,2,99,1,0.00010493309673620388
0,75,20,2,348,0,0.7107295989990234
0,77,0,3,89,1,6.9267931394279e-05
0,25,0,2,346,1,0.5568493008613586
0,68,25,2,148,0,0.198428675532341
0,17,5,2,416,1,0.999929666519165
0,34,0,2,157,1,0.09397763013839722
0,15,0,2,371,1,0.46275508403778076
0,71,10,3,200,0,0.00031063862843438983
0,61,10,2,269,1,0.2920064628124237
0,91,25,3,62,0,4.384214844321832e-05
0,74,5,3,312,1,0.004858710337430239
0,89,15,3,285,1,0.00032896915217861533
0,78,0,3,142,1,2.2459685169451404e-06
0,76,0,2,51,1,0.9808971881866455
0,62,20,2,342,1,0.007964089512825012
0,80,20,2,119,1,0.23940081894397736
0,62,5,2,342,1,0.009270540438592434
0,63,20,2,38,1,0.016831383109092712
0,77,15,3,89,1,1.2274073014850728e-05
0,60,15,2,251,1,0.10813191533088684
0,23,20,3,286,1,0.06197141110897064
0,58,5,2,179,0,0.00016141185187734663
0,12,10,2,289,1,0.9077595472335815
0,22,10,2,250,1,0.9843993186950684
0,35,10,2,17,1,0.9911028146743774
0,92,20,3,82,0,4.756420821649954e-05
0,92,15,3,82,0,4.54111177532468e-05
0,72,15,2,280,1,0.14690767228603363
0,9,20,2,230,1,0.9958218336105347
0,88,0,3,229,1,6.948279769858345e-05
0,7,25,2,193,1,0.9945864677429199
0,33,10,2,120,1,0.5292879939079285
0,57,5,3,155,1,3.0278901164138006e-08
0,14,10,2,337,0,0.4446062445640564
0,6,5,2,170,1,0.3029448986053467
0,34,25,2,157,1,0.03949125483632088
0,59,5,2,235,1,0.16932567954063416
0,43,25,3,413,1,3.949332676711492e-05
0,48,10,3,29,1,0.20647957921028137
0,83,25,2,241,1,0.08476897329092026
0,34,10,2,157,1,0.002219437388703227
0,65,25,2,59,1,0.0006368852336890996
0,21,15,2,211,1,0.9648861289024353
0,61,20,2,269,1,0.0007490216521546245
0,14,5,2,337,0,0.47083261609077454
0,38,10,3,278,1,0.020917583256959915
0,2,15,3,156,0,0.01563890650868416
0,41,20,2,344,0,0.19048817455768585
0,55,5,2,119,1,1.0858419585701995e-07
0,19,10,3,176,1,2.5200251911883242e-06
0,13,10,3,308,1,9.466136543778703e-05
0,93,25,3,310,1,0.0002484358265064657
0,86,15,3,174,0,8.638893632451072e-06
0,87,5,3,195,0,2.0475870998737378e-10
0,58,25,2,179,0,0.5620755553245544
0,28,0,2,404,1,0.999969482421875
0,49,25,3,251,0,1.9547591364244e-05
0,26,10,2,30,1,0.15180432796478271
0,51,25,2,355,1,0.9946116209030151
0,54,25,2,99,1,0.004580346867442131
0,53,15,2,393,1,0.07366466522216797
0,9,10,2,230,1,0.8932929039001465
0,86,0,3,174,0,1.3044588342836505e-07
0,27,5,3,366,1,0.042960263788700104
0,47,25,2,177,1,1.1624091712292284e-05
0,70,25,2,181,0,0.7605242133140564
0,93,0,3,310,1,6.123391358414665e-06
0,85,10,2,107,1,0.8868630528450012
0,23,10,3,286,1,0.06683775782585144
0,15,5,2,371,1,0.9996115565299988
0,5,5,2,86,1,0.9457164406776428
0,78,25,3,142,1,0.01268673688173294
0,92,0,3,82,0,1.0097967788169626e-05
0,89,25,3,285,1,2.7617181785899447e-07
0,10,15,2,251,1,0.8196898102760315
0,77,20,3,89,1,0.0003705119888763875
0,0,15,3,28,1,0.0001214486183016561
0,52,5,2,374,1,0.01587888039648533
0,51,5,2,355,1,0.10646996647119522
0,69,10,2,14,1,0.002117485273629427
0,42,15,2,385,1,0.012321324087679386
0,30,25,2,46,1,0.11834947764873505
0,33,20,2,120,1,0.7855135798454285
0,18,10,2,435,1,0.91661137342453
0,29,25,2,426,1,0.9999593496322632
0,15,10,2,371,1,0.9818059802055359
0,87,10,3,195,0,1.249738623698704e-08
0,17,25,2,416,1,0.9999449253082275
0,70,10,2,181,0,0.18173174560070038
0,20,5,3,193,0,0.002163365250453353
0,48,20,3,29,1,0.046806737780570984
0,23,5,3,286,1,0.00035852615837939084
0,85,20,2,107,1,0.00577982421964407
0,50,15,2,310,1,0.9236270189285278
0,63,0,2,38,1,0.9121391177177429
0,77,25,3,89,1,1.7043916159309447e-05
0,5,10,2,86,1,0.8639072775840759
0,61,0,2,269,1,0.14989571273326874
0,16,25,2,385,1,0.8723258376121521
0,55,20,2,119,1,4.92734216095414e-05
0,79,25,3,303,1,9.370459338242654e-06
0,62,25,2,342,1,0.7006361484527588
0,71,15,3,200,0,3.1630833063900354e-07
0,21,5,2,211,1,0.9994552731513977
0,18,25,2,435,1,3.0060638891882263e-05
0,70,5,2,181,0,0.0007141559617593884
0,63,15,2,38,1,0.9495200514793396
1,21,10,2,376,1,0.0065938374027609825
1,25,20,2,186,1,0.001383727416396141
1,10,20,2,239,0,0.00819525495171547
1,26,20,2,269,0,0.9958667755126953
1,28,0,2,414,1,0.9622029066085815
1,47,15,3,169,0,0.10446902364492416
1,20,20,2,326,1,0.6926960945129395
1,9,0,2,218,0,0.5623640418052673
1,7,20,3,159,0,0.01538452971726656
1,33,25,3,271,0,3.6495515814749524e-05
1,36,10,2,122,1,0.00020051606406923383
1,22,15,3,65,1,0.010232459753751755
1,9,20,2,218,0,0.9919552206993103
1,1,0,2,297,1,0.9997387528419495
1,37,5,2,137,1,0.11710716784000397
1,32,20,3,252,0,0.40111473202705383
1,27,10,2,393,0,0.357028990983963
1,30,10,3,114,0,0.5046476125717163
1,7,15,3,159,0,0.01606079563498497
1,3,20,2,432,0,0.5139590501785278
1,22,10,3,65,1,5.581898585660383e-05
1,16,10,2,78,0,0.0010466339299455285
1,44,25,2,47,1,0.9982138872146606
1,0,25,3,251,0,0.002182355150580406
1,14,20,3,54,0,0.0027988103684037924
1,43,10,2,378,1,0.9999963045120239
1,45,0,3,102,0,0.2494809478521347
1,10,25,2,239,0,8.596811085226364e-07
1,13,15,2,337,1,0.29261913895606995
1,26,10,2,269,0,0.9406608939170837
1,32,0,3,252,0,0.01823491044342518
1,11,0,2,180,0,0.42966780066490173
1,18,10,2,128,0,0.003291816683486104
1,46,0,2,128,1,0.9971892237663269
1,27,0,2,393,0,0.9936845898628235
1,33,0,3,271,0,0.030780911445617676
1,4,20,2,447,0,0.02683367021381855
1,41,0,2,317,1,0.9885629415512085
1,35,25,3,313,0,1.7078112932722433e-06
1,43,25,2,378,1,0.8971700072288513
1,6,15,3,118,1,0.0007288060733117163
1,25,25,2,186,1,0.00015601672930642962
1,8,5,2,179,1,3.348164682392962e-05
1,19,25,3,166,0,0.01450722012668848
1,0,5,3,251,0,0.0020280599128454924
1,0,0,3,251,0,0.0026417498011142015
1,46,25,2,128,1,0.0032433385495096445
1,37,10,2,137,1,0.9631177186965942
1,37,15,2,137,1,0.007380357012152672
1,13,20,2,337,1,0.4588172435760498
1,4,25,2,447,0,0.044185820966959
1,26,15,2,269,0,0.05870504304766655
1,21,25,2,376,1,0.004289140459150076
1,1,5,2,297,1,5.8638499467633665e-05
1,6,20,3,118,1,0.9731300473213196
1,2,5,2,359,0,0.8083614706993103
1,14,15,3,54,0,0.002486113691702485
1,35,5,3,313,0,0.033413734287023544
1,20,5,2,326,1,0.12594114243984222
1,19,20,3,166,0,0.160652756690979
1,34,0,3,292,0,0.9443269371986389
1,12,15,2,249,1,0.927665650844574
1,18,5,2,128,0,0.10015056282281876
1,31,10,3,128,0,0.9585872888565063
1,47,20,3,169,0,0.2941559851169586
1,42,15,2,340,1,0.8860180377960205
1,6,25,3,118,1,1.2174062248959672e-05
1,15,10,3,65,0,1.4855144399916753e-05
1,20,15,2,326,1,0.926737368106842
1,20,10,2,326,1,0.943828284740448
1,10,5,2,239,0,0.00036090193316340446
1,5,5,2,489,1,0.7315579652786255
1,32,5,3,252,0,0.006933606695383787
1,40,25,3,257,0,5.934007640462369e-05
1,38,5,2,155,1,0.9927477240562439
1,31,25,3,128,0,0.9664396047592163
1,22,25,3,65,1,0.014805781655013561
1,30,15,3,114,0,0.0015029343776404858
1,30,5,3,114,0,0.8829547762870789
1,33,5,3,271,0,0.0009548736270517111
1,21,20,2,376,1,0.037663936614990234
1,29,20,2,468,1,0.99432373046875
