sid,tid,fid,ss,et,label,score
0,91,0,3,62,0,0.1274498850107193
0,58,0,2,179,0,0.1259235441684723
0,47,20,2,177,1,0.4969216287136078
0,0,5,3,28,1,0.46194130182266235
0,56,25,2,135,1,0.3147345185279846
0,83,5,2,241,1,0.047387611120939255
0,31,10,2,88,1,0.5444268584251404
0,52,20,2,374,1,0.8405464887619019
0,8,0,2,208,1,0.8478807806968689
0,49,10,3,251,0,0.12418843805789948
0,43,10,3,413,1,0.01744118705391884
0,16,0,2,385,1,0.7483831644058228
0,27,15,3,366,1,0.4357089400291443
0,60,25,2,251,1,0.5421677231788635
0,82,0,3,206,1,0.48969635367393494
0,56,10,2,135,1,0.3368178606033325
0,15,20,2,371,1,0.8625466823577881
0,72,20,2,280,1,0.953738808631897
0,93,20,3,310,1,0.05745990201830864
0,39,5,3,308,1,0.167096346616745
0,62,0,2,342,1,0.9907406568527222
0,50,10,2,310,1,0.4537009596824646
0,17,10,2,416,1,0.8543909192085266
0,16,20,2,385,1,0.9430493712425232
0,64,5,2,374,1,0.5297938585281372
0,11,25,2,274,0,0.9800525903701782
0,34,20,2,157,1,0.03493676334619522
0,9,5,2,230,1,0.5164788961410522
0,35,15,2,17,1,0.7506405711174011
0,38,0,3,278,1,0.09783755987882614
0,64,25,2,374,1,0.3093363046646118
0,83,20,2,241,1,0.339260995388031
0,46,0,2,154,1,0.6403539180755615
0,69,25,2,14,1,0.22098910808563232
0,27,0,3,366,1,0.22453248500823975
0,40,20,2,327,0,0.1249203160405159
0,68,20,2,148,0,0.6290388107299805
0,84,25,2,374,1,0.9634417295455933
0,54,15,2,99,1,0.5335146188735962
0,24,10,3,325,1,0.21624867618083954
0,28,25,2,404,1,0.7177256345748901
0,11,15,2,274,0,0.9603697657585144
0,46,20,2,154,1,0.5014970898628235
0,12,25,2,289,1,0.5022603869438171
0,59,15,2,235,1,0.35795772075653076
0,23,15,3,286,1,0.33755892515182495
0,25,15,2,346,1,0.43605753779411316
0,5,25,2,86,1,0.7996869087219238
0,65,10,2,59,1,0.9071025848388672
0,39,10,3,308,1,0.7123531699180603
0,36,20,3,217,0,0.10076270252466202
0,41,5,2,344,0,0.8945455551147461
0,44,15,2,429,0,0.27241235971450806
0,53,5,2,393,1,0.6595919728279114
0,56,0,2,135,1,0.5632386803627014
0,84,5,2,374,1,0.62297523021698
0,83,15,2,241,1,0.7283204197883606
0,4,20,2,38,1,0.9498151540756226
0,66,5,2,77,1,0.22456108033657074
0,7,0,2,193,1,0.33088910579681396
0,59,0,2,235,1,0.536506175994873
0,46,25,2,154,1,0.4138360917568207
0,71,25,3,200,0,0.033190108835697174
0,51,10,2,355,1,0.7349206209182739
0,93,10,3,310,1,0.2731460928916931
0,86,20,3,174,0,0.0256502628326416
0,52,10,2,374,1,0.7929598689079285
0,29,15,2,426,1,0.27837732434272766
0,63,5,2,38,1,0.8852558135986328
0,57,10,3,155,1,0.29299476742744446
0,35,0,2,17,1,0.76767498254776
0,38,25,3,278,1,0.20738692581653595
0,44,25,2,429,0,0.054009608924388885
0,79,10,3,303,1,0.4150487184524536
0,55,0,2,119,1,0.5238135457038879
0,62,10,2,342,1,0.9861978888511658
0,4,5,2,38,1,0.6824180483818054
0,88,20,3,229,1,0.1671171635389328
0,24,5,3,325,1,0.06961966305971146
0,16,5,2,385,1,0.9041668772697449
0,48,15,3,29,1,0.7715335488319397
0,11,0,2,274,0,0.8192899823188782
0,52,15,2,374,1,0.8379971385002136
0,20,10,3,193,0,0.0624883770942688
0,84,10,2,374,1,0.44970428943634033
0,42,5,2,385,1,0.8129198551177979
0,79,0,3,303,1,0.03896208107471466
0,51,0,2,355,1,0.6131987571716309
0,84,20,2,374,1,0.9604179263114929
0,88,15,3,229,1,0.5142899751663208
0,85,0,2,107,1,0.15146131813526154
0,22,5,2,250,1,0.7161430716514587
0,38,5,3,278,1,0.3505426049232483
0,3,5,3,306,1,0.8327215313911438
0,4,0,2,38,1,0.981368362903595
0,50,20,2,310,1,0.7551662921905518
0,15,25,2,371,1,0.5186624526977539
0,53,20,2,393,1,0.2799980342388153
0,28,20,2,404,1,0.8988767266273499
0,39,0,3,308,1,0.19163623452186584
0,85,5,2,107,1,0.0951586440205574
0,66,25,2,77,1,0.05453218147158623
0,33,5,2,120,1,0.9081292748451233
0,37,15,2,266,1,0.5430601835250854
0,84,15,2,374,1,0.7793501615524292
0,88,10,3,229,1,0.9882657527923584
0,26,20,2,30,1,0.2502850890159607
0,29,20,2,426,1,0.141282856464386
0,29,10,2,426,1,0.4846351146697998
0,47,0,2,177,1,0.13952568173408508
0,60,20,2,251,1,0.2831498384475708
0,32,20,3,104,1,0.24278777837753296
0,14,15,2,337,0,0.5830322504043579
0,28,10,2,404,1,0.03331707790493965
0,12,0,2,289,1,0.5293834805488586
0,13,0,3,308,1,0.023460326716303825
0,67,5,2,116,0,0.5753109455108643
0,81,20,2,183,1,0.7911303043365479
0,21,0,2,211,1,0.49749186635017395
0,39,15,3,308,1,0.14457286894321442
0,33,0,2,120,1,0.988329291343689
0,62,15,2,342,1,0.6366314888000488
0,18,20,2,435,1,0.4478612542152405
0,20,0,3,193,0,0.46673473715782166
0,47,15,2,177,1,0.4196244776248932
0,7,10,2,193,1,0.6212992668151855
0,34,15,2,157,1,0.23108473420143127
0,0,25,3,28,1,0.10565532743930817
0,40,15,2,327,0,0.22177205979824066
0,73,0,2,295,0,0.5590158700942993
0,20,20,3,193,0,0.28488248586654663
0,1,25,3,65,0,0.8722379207611084
0,68,5,2,148,0,0.1728631556034088
0,14,0,2,337,0,0.975897490978241
0,44,5,2,429,0,0.7479109168052673
0,14,20,2,337,0,0.860448956489563
0,83,0,2,241,1,0.026322053745388985
0,51,15,2,355,1,0.5822283625602722
0,79,5,3,303,1,0.09522486478090286
0,90,5,3,27,0,0.026589732617139816
0,44,20,2,429,0,0.22839795053005219
0,35,25,2,17,1,0.5979565382003784
0,4,15,2,38,1,0.9835528135299683
0,8,25,2,208,1,0.8738147020339966
0,73,5,2,295,0,0.5383577346801758
0,21,25,2,211,1,0.33109602332115173
0,74,0,3,312,1,0.2629854083061218
0,10,25,2,251,1,0.6837500929832458
0,52,25,2,374,1,0.8516106009483337
0,30,10,2,46,1,0.606680691242218
0,6,20,2,170,1,0.8687275052070618
0,17,15,2,416,1,0.7962971329689026
0,77,10,3,89,1,0.43180912733078003
0,74,20,3,312,1,0.110697440803051
0,57,0,3,155,1,0.5232390761375427
0,23,0,3,286,1,0.28701338171958923
0,19,15,3,176,1,0.007057105656713247
0,47,5,2,177,1,0.7023518085479736
0,43,5,3,413,1,0.025752918794751167
0,37,20,2,266,1,0.5246555805206299
0,30,5,2,46,1,0.7380099892616272
0,89,0,3,285,1,0.16874074935913086
0,26,15,2,30,1,0.3796231150627136
0,36,15,3,217,0,0.1265285611152649
0,71,5,3,200,0,0.020140821114182472
0,57,20,3,155,1,0.14811186492443085
0,8,10,2,208,1,0.9582334160804749
0,82,10,3,206,1,0.13541963696479797
0,12,20,2,289,1,0.4524589478969574
0,64,15,2,374,1,0.5916505455970764
0,44,0,2,429,0,0.19300195574760437
0,20,15,3,193,0,0.6898376941680908
0,37,10,2,266,1,0.31722500920295715
0,32,25,3,104,1,0.046176616102457047
0,31,5,2,88,1,0.8267428874969482
0,53,25,2,393,1,0.7638217806816101
0,73,15,2,295,0,0.3364356458187103
0,16,10,2,385,1,0.8076597452163696
0,81,25,2,183,1,0.9701619148254395
0,42,0,2,385,1,0.4413752853870392
0,19,0,3,176,1,0.18055197596549988
0,39,25,3,308,1,0.577664315700531
0,31,20,2,88,1,0.42842912673950195
0,18,5,2,435,1,0.8508511781692505
0,43,0,3,413,1,0.02220900170505047
0,76,25,2,51,1,0.7052595019340515
0,45,25,2,119,1,0.5351764559745789
0,31,25,2,88,1,0.22427451610565186
0,81,5,2,183,1,0.5023019313812256
0,2,20,3,156,0,0.7960190773010254
0,72,0,2,280,1,0.57819664478302
0,37,0,2,266,1,0.028132420033216476
0,33,25,2,120,1,0.540203869342804
0,90,20,3,27,0,0.027638264000415802
0,31,0,2,88,1,0.7515641450881958
0,39,20,3,308,1,0.09677058458328247
0,92,5,3,82,0,0.14316792786121368
0,69,15,2,14,1,0.1672516167163849
0,2,5,3,156,0,0.8099734783172607
0,80,15,2,119,1,0.9130545258522034
0,67,0,2,116,0,0.7033559679985046
0,42,25,2,385,1,0.6640998721122742
0,54,5,2,99,1,0.10718891024589539
0,75,20,2,348,0,0.8454155325889587
0,77,0,3,89,1,0.2473871111869812
0,25,0,2,346,1,0.9545217156410217
0,68,25,2,148,0,0.6531597971916199
0,17,5,2,416,1,0.13519568741321564
0,34,0,2,157,1,0.6584489345550537
0,15,0,2,371,1,0.6990238428115845
0,71,10,3,200,0,0.07308894395828247
0,61,10,2,269,1,0.17100918292999268
0,91,25,3,62,0,0.05997307598590851
0,74,5,3,312,1,0.2623552978038788
0,89,15,3,285,1,0.0452454499900341
0,78,0,3,142,1,0.5418859124183655
0,76,0,2,51,1,0.9338126182556152
0,62,20,2,342,1,0.2310018539428711
0,80,20,2,119,1,0.932558000087738
0,62,5,2,342,1,0.8205446600914001
0,63,20,2,38,1,0.6855007410049438
0,77,15,3,89,1,0.8989059925079346
0,60,15,2,251,1,0.5271345376968384
0,23,20,3,286,1,0.3041655123233795
0,58,5,2,179,0,0.42637214064598083
0,12,10,2,289,1,0.394385427236557
0,22,10,2,250,1,0.3928195834159851
0,35,10,2,17,1,0.88706374168396
0,92,20,3,82,0,0.015513942576944828
0,92,15,3,82,0,0.024042384698987007
0,72,15,2,280,1,0.6624647378921509
0,9,20,2,230,1,0.6074620485305786
0,88,0,3,229,1,0.004630278330296278
0,7,25,2,193,1,0.8766389489173889
0,33,10,2,120,1,0.587075412273407
0,57,5,3,155,1,0.29727375507354736
0,14,10,2,337,0,0.9370566606521606
0,6,5,2,170,1,0.9732595682144165
0,34,25,2,157,1,0.5691924691200256
0,59,5,2,235,1,0.6327750086784363
0,43,25,3,413,1,0.1626717895269394
0,48,10,3,29,1,0.935554027557373
0,83,25,2,241,1,0.2632056176662445
0,34,10,2,157,1,0.22051438689231873
0,65,25,2,59,1,0.9011736512184143
0,21,15,2,211,1,0.487374484539032
0,61,20,2,269,1,0.1587418019771576
0,14,5,2,337,0,0.8352165818214417
0,38,10,3,278,1,0.17575223743915558
0,2,15,3,156,0,0.7607629299163818
0,41,20,2,344,0,0.3383534848690033
0,55,5,2,119,1,0.12278320640325546
0,19,10,3,176,1,0.20386424660682678
0,13,10,3,308,1,0.45628514885902405
0,93,25,3,310,1,0.13513889908790588
0,86,15,3,174,0,0.2747146785259247
0,87,5,3,195,0,0.0760807916522026
0,58,25,2,179,0,0.8488841652870178
0,28,0,2,404,1,0.3392348289489746
0,49,25,3,251,0,0.05030490830540657
0,26,10,2,30,1,0.10940293967723846
0,51,25,2,355,1,0.9932199716567993
0,54,25,2,99,1,0.3576209247112274
0,53,15,2,393,1,0.9232758283615112
0,9,10,2,230,1,0.3768759071826935
0,86,0,3,174,0,0.03286086395382881
0,27,5,3,366,1,0.40985503792762756
0,47,25,2,177,1,0.9314595460891724
0,70,25,2,181,0,0.5307363867759705
0,93,0,3,310,1,0.03045179508626461
0,85,10,2,107,1,0.6404901146888733
0,23,10,3,286,1,0.09182283282279968
0,15,5,2,371,1,0.8867021203041077
0,5,5,2,86,1,0.859553337097168
0,78,25,3,142,1,0.08591685444116592
0,92,0,3,82,0,0.07873431593179703
0,89,25,3,285,1,0.4041473865509033
0,10,15,2,251,1,0.9219866394996643
0,77,20,3,89,1,0.34232157468795776
0,0,15,3,28,1,0.2098492980003357
0,52,5,2,374,1,0.8149149417877197
0,51,5,2,355,1,0.45417913794517517
0,69,10,2,14,1,0.17228923738002777
0,42,15,2,385,1,0.05405740812420845
0,30,25,2,46,1,0.37908169627189636
0,33,20,2,120,1,0.09048207849264145
0,18,10,2,435,1,0.7091997861862183
0,29,25,2,426,1,0.8601279854774475
0,15,10,2,371,1,0.7311155796051025
0,87,10,3,195,0,0.5586863160133362
0,17,25,2,416,1,0.9229264855384827
0,70,10,2,181,0,0.8947802782058716
0,20,5,3,193,0,0.3688790798187256
0,48,20,3,29,1,0.3373793065547943
0,23,5,3,286,1,0.23011666536331177
0,85,20,2,107,1,0.39676105976104736
0,50,15,2,310,1,0.7970486879348755
0,63,0,2,38,1,0.5444467067718506
0,77,25,3,89,1,0.2519536316394806
0,5,10,2,86,1,0.5285617709159851
0,61,0,2,269,1,0.16867972910404205
0,16,25,2,385,1,0.758719801902771
0,55,20,2,119,1,0.009737442247569561
0,79,25,3,303,1,0.04722039774060249
0,62,25,2,342,1,0.7806521058082581
0,71,15,3,200,0,0.028125330805778503
0,21,5,2,211,1,0.9118367433547974
0,18,25,2,435,1,0.31590697169303894
0,70,5,2,181,0,0.8790380358695984
0,63,15,2,38,1,0.40100353956222534
1,21,10,2,376,1,0.5212476849555969
1,25,20,2,186,1,0.6264075636863708
1,10,20,2,239,0,0.3197498917579651
1,26,20,2,269,0,0.9429888129234314
1,28,0,2,414,1,0.754665195941925
1,47,15,3,169,0,0.30919143557548523
1,20,20,2,326,1,0.7408111691474915
1,9,0,2,218,0,0.6062764525413513
1,7,20,3,159,0,0.38269805908203125
1,33,25,3,271,0,0.4417695999145508
1,36,10,2,122,1,0.5051196813583374
1,22,15,3,65,1,0.19205230474472046
1,9,20,2,218,0,0.7547734379768372
1,1,0,2,297,1,0.6760541200637817
1,37,5,2,137,1,0.6250240206718445
1,32,20,3,252,0,0.4150886833667755
1,27,10,2,393,0,0.5374991297721863
1,30,10,3,114,0,0.42778781056404114
1,7,15,3,159,0,0.388779878616333
1,3,20,2,432,0,0.38862329721450806
1,22,10,3,65,1,0.11032777279615402
1,16,10,2,78,0,0.3932729661464691
1,44,25,2,47,1,0.5985807180404663
1,0,25,3,251,0,0.18155688047409058
1,14,20,3,54,0,0.19805774092674255
1,43,10,2,378,1,0.842612624168396
1,45,0,3,102,0,0.5921741724014282
1,10,25,2,239,0,0.2961878180503845
1,13,15,2,337,1,0.507254958152771
1,26,10,2,269,0,0.9191769957542419
1,32,0,3,252,0,0.4713941812515259
1,11,0,2,180,0,0.3088919222354889
1,18,10,2,128,0,0.49834850430488586
1,46,0,2,128,1,0.4312916100025177
1,27,0,2,393,0,0.5523933172225952
1,33,0,3,271,0,0.6875203847885132
1,4,20,2,447,0,0.7304781079292297
1,41,0,2,317,1,0.6507568955421448
1,35,25,3,313,0,0.2471417635679245
1,43,25,2,378,1,0.6362327337265015
1,6,15,3,118,1,0.4913328289985657
1,25,25,2,186,1,0.5511689186096191
1,8,5,2,179,1,0.40570640563964844
1,19,25,3,166,0,0.18497338891029358
1,0,5,3,251,0,0.10182757675647736
1,0,0,3,251,0,0.13730424642562866
1,46,25,2,128,1,0.2670702636241913
1,37,10,2,137,1,0.8037557005882263
1,37,15,2,137,1,0.7705433964729309
1,13,20,2,337,1,0.6626961827278137
1,4,25,2,447,0,0.7146899104118347
1,26,15,2,269,0,0.774298906326294
1,21,25,2,376,1,0.6311511993408203
1,1,5,2,297,1,0.36367732286453247
1,6,20,3,118,1,0.38656672835350037
1,2,5,2,359,0,0.6474780440330505
1,14,15,3,54,0,0.19891510903835297
1,35,5,3,313,0,0.2742062211036682
1,20,5,2,326,1,0.46427783370018005
1,19,20,3,166,0,0.15550191700458527
1,34,0,3,292,0,0.5351314544677734
1,12,15,2,249,1,0.8891983032226562
1,18,5,2,128,0,0.41963574290275574
1,31,10,3,128,0,0.3158060610294342
1,47,20,3,169,0,0.4502009451389313
1,42,15,2,340,1,0.7025379538536072
1,6,25,3,118,1,0.2873336970806122
1,15,10,3,65,0,0.05945359915494919
1,20,15,2,326,1,0.5377591252326965
1,20,10,2,326,1,0.35114261507987976
1,10,5,2,239,0,0.48399797081947327
1,5,5,2,489,1,0.7756590247154236
1,32,5,3,252,0,0.5526008605957031
1,40,25,3,257,0,0.2923209071159363
1,38,5,2,155,1,0.9402316808700562
1,31,25,3,128,0,0.335592120885849
1,22,25,3,65,1,0.21607829630374908
1,30,15,3,114,0,0.380144864320755
1,30,5,3,114,0,0.39610880613327026
1,33,5,3,271,0,0.4726312756538391
1,21,20,2,376,1,0.5582022070884705
1,29,20,2,468,1,0.9221359491348267
1,32,10,3,252,0,0.6227768063545227
1,45,5,3,102,0,0.32407110929489136
1,14,10,3,54,0,0.18144626915454865
1,31,5,3,128,0,0.3434070944786072
1,32,25,3,252,0,0.29329049587249756
1,44,10,2,47,1,0.8144429922103882
1,38,20,2,155,1,0.31355607509613037
1,40,0,3,257,0,0.5070309638977051
1,46,20,2,128,1,0.8283690214157104
1,18,25,2,128,0,0.2320040613412857
1,1,25,2,297,1,0.5778886079788208
1,8,25,2,179,1,0.4673410952091217
1,20,25,2,326,1,0.7357336282730103
1,13,10,2,337,1,0.5092888474464417
1,23,20,2,108,1,0.6703383326530457
1,12,20,2,249,1,0.6981163024902344
1,23,25,2,108,1,0.5398477911949158
1,33,15,3,271,0,0.32005128264427185
1,42,25,2,340,1,0.7913230657577515
1,36,15,2,122,1,0.5108450055122375
1,28,20,2,414,1,0.8365080952644348
