sid,tid,fid,ss,et,label,score
0,26,5,2,30,1,0.17649918794631958
0,42,20,2,385,1,3.5020860877921223e-07
0,74,25,3,312,1,0.0009104810305871069
0,76,20,2,51,1,0.995131254196167
0,7,20,2,193,1,0.9999918937683105
0,69,5,2,14,1,6.385106416928465e-07
0,87,15,3,195,0,0.004682162776589394
0,67,15,2,116,0,6.397782303935173e-11
0,49,5,3,251,0,0.0004895071033388376
0,90,0,3,27,0,0.03867693617939949
0,6,10,2,170,1,0.5576081275939941
0,41,15,2,344,0,7.205398287624121e-05
0,60,0,2,251,1,0.010450632311403751
0,49,20,3,251,0,5.062507625552826e-06
0,47,10,2,177,1,2.7927113478654064e-05
0,41,0,2,344,0,0.9922279715538025
0,61,15,2,269,1,0.05784022435545921
0,61,25,2,269,1,5.3630874390364625e-06
0,91,0,3,62,0,2.972977697357493e-10
0,58,0,2,179,0,0.00024225914967246354
0,47,20,2,177,1,0.9672030210494995
0,0,5,3,28,1,0.9996234178543091
0,56,25,2,135,1,0.003646420082077384
0,83,5,2,241,1,7.749778774268634e-08
0,31,10,2,88,1,0.002630088943988085
0,52,20,2,374,1,0.9997379183769226
0,8,0,2,208,1,0.0006055841222405434
0,49,10,3,251,0,0.051489051431417465
0,43,10,3,413,1,3.947558070649393e-06
0,16,0,2,385,1,0.01364715863019228
0,27,15,3,366,1,3.819644462055294e-06
0,60,25,2,251,1,1.5962577890604734e-06
0,82,0,3,206,1,0.006616906262934208
0,56,10,2,135,1,0.7256940603256226
0,15,20,2,371,1,0.9230185747146606
0,72,20,2,280,1,0.2912997603416443
0,93,20,3,310,1,7.77439224108889e-10
0,39,5,3,308,1,0.006179955322295427
0,62,0,2,342,1,0.985284149646759
0,50,10,2,310,1,0.004530551843345165
0,17,10,2,416,1,0.849545955657959
0,16,20,2,385,1,0.9396988749504089
0,64,5,2,374,1,0.0006109389942139387
0,11,25,2,274,0,0.9999027252197266
0,34,20,2,157,1,0.002535449108108878
0,9,5,2,230,1,6.724982085870579e-05
0,35,15,2,17,1,0.9655822515487671
0,38,0,3,278,1,0.27313023805618286
0,64,25,2,374,1,5.729796612286009e-05
0,83,20,2,241,1,0.00028476788429543376
0,46,0,2,154,1,3.002637072313519e-08
0,69,25,2,14,1,0.6261297464370728
0,27,0,3,366,1,0.001331498846411705
0,40,20,2,327,0,7.332530316261909e-08
0,68,20,2,148,0,0.011922884732484818
0,84,25,2,374,1,9.171107376459986e-05
0,54,15,2,99,1,0.000281632092082873
0,24,10,3,325,1,0.0002753743901848793
0,28,25,2,404,1,4.603711829531676e-07
0,11,15,2,274,0,0.9568804502487183
0,46,20,2,154,1,5.638742095470661e-06
0,12,25,2,289,1,0.6582842469215393
0,59,15,2,235,1,0.000446256686700508
0,23,15,3,286,1,0.14072582125663757
0,25,15,2,346,1,0.43799012899398804
0,5,25,2,86,1,0.9993127584457397
0,65,10,2,59,1,0.9999934434890747
0,39,10,3,308,1,0.03036569058895111
0,36,20,3,217,0,0.00013961651711724699
0,41,5,2,344,0,0.9820725917816162
0,44,15,2,429,0,0.9526112675666809
0,53,5,2,393,1,0.07407276332378387
0,56,0,2,135,1,0.13010865449905396
0,84,5,2,374,1,0.006684043910354376
0,83,15,2,241,1,0.0037621399387717247
0,4,20,2,38,1,0.9369349479675293
0,66,5,2,77,1,0.0001865371159510687
0,7,0,2,193,1,0.8535953760147095
0,59,0,2,235,1,0.5929751396179199
0,46,25,2,154,1,0.0022202718537300825
0,71,25,3,200,0,0.03404407948255539
0,51,10,2,355,1,0.023053020238876343
0,93,10,3,310,1,9.382075404573698e-06
0,86,20,3,174,0,7.857369928387925e-05
0,52,10,2,374,1,0.9915367364883423
0,29,15,2,426,1,0.3407498598098755
0,63,5,2,38,1,0.05272799730300903
0,57,10,3,155,1,1.0499094038607382e-08
0,35,0,2,17,1,0.0016876703593879938
0,38,25,3,278,1,9.542683301333454e-07
0,44,25,2,429,0,1.3738878124058829e-06
0,79,10,3,303,1,0.0001586458965903148
0,55,0,2,119,1,0.9896910190582275
0,62,10,2,342,1,0.9740217924118042
0,4,5,2,38,1,0.9990242719650269
0,88,20,3,229,1,9.312651561357854e-13
0,24,5,3,325,1,0.0005183193134143949
0,16,5,2,385,1,0.13862043619155884
0,48,15,3,29,1,0.8542484641075134
0,11,0,2,274,0,0.9554619193077087
0,52,15,2,374,1,0.03323666751384735
0,20,10,3,193,0,0.012363715097308159
0,84,10,2,374,1,9.053790563484654e-05
0,42,5,2,385,1,0.9932627081871033
0,79,0,3,303,1,7.176420240284642e-06
0,51,0,2,355,1,0.8397400975227356
0,84,20,2,374,1,2.533398628656869e-06
0,88,15,3,229,1,8.052194305108878e-16
0,85,0,2,107,1,0.35814979672431946
0,22,5,2,250,1,2.337780642847065e-05
0,38,5,3,278,1,3.51313161672806e-07
0,3,5,3,306,1,0.9955507516860962
0,4,0,2,38,1,0.9895545244216919
0,50,20,2,310,1,0.8042330741882324
0,15,25,2,371,1,0.06028802692890167
0,53,20,2,393,1,0.9987230896949768
0,28,20,2,404,1,0.5578650832176208
0,39,0,3,308,1,2.0090771712943933e-08
0,85,5,2,107,1,0.2692137360572815
0,66,25,2,77,1,9.691544846646138e-07
0,33,5,2,120,1,0.9999681711196899
0,37,15,2,266,1,0.4627622365951538
0,84,15,2,374,1,0.04578784853219986
0,88,10,3,229,1,9.465899811493712e-15
0,26,20,2,30,1,0.9124014377593994
0,29,20,2,426,1,0.9995742440223694
0,29,10,2,426,1,0.039435531944036484
0,47,0,2,177,1,4.749574955553726e-09
0,60,20,2,251,1,0.008267609402537346
0,32,20,3,104,1,8.041429189198368e-10
0,14,15,2,337,0,0.0008096039528027177
0,28,10,2,404,1,1.4433371688937768e-06
0,12,0,2,289,1,0.7901203036308289
0,13,0,3,308,1,9.549894457450137e-07
0,67,5,2,116,0,2.8102857640988077e-07
0,81,20,2,183,1,0.9999983310699463
0,21,0,2,211,1,0.613394021987915
0,39,15,3,308,1,0.00013286963803693652
0,33,0,2,120,1,0.999996542930603
0,62,15,2,342,1,0.4112752676010132
0,18,20,2,435,1,0.06070748344063759
0,20,0,3,193,0,2.092724344038288e-06
0,47,15,2,177,1,0.005146196112036705
0,7,10,2,193,1,0.9922480583190918
0,34,15,2,157,1,0.010517848655581474
0,0,25,3,28,1,0.1868278533220291
0,40,15,2,327,0,0.0002877867955248803
0,73,0,2,295,0,0.9913712739944458
0,20,20,3,193,0,2.7674426746671088e-05
0,1,25,3,65,0,0.9636332988739014
0,68,5,2,148,0,0.008634368889033794
0,14,0,2,337,0,0.9998027682304382
0,44,5,2,429,0,0.004219459369778633
0,14,20,2,337,0,0.05297505483031273
0,83,0,2,241,1,5.122428348158792e-08
0,51,15,2,355,1,0.00198030355386436
0,79,5,3,303,1,0.0013630539178848267
0,90,5,3,27,0,0.01899738609790802
0,44,20,2,429,0,0.0002852333418559283
0,35,25,2,17,1,0.28901976346969604
0,4,15,2,38,1,0.9997920393943787
0,8,25,2,208,1,0.007061433978378773
0,73,5,2,295,0,0.9978530406951904
0,21,25,2,211,1,0.8957366943359375
0,74,0,3,312,1,0.577244222164154
0,10,25,2,251,1,0.0036279920022934675
0,52,25,2,374,1,0.9999936819076538
0,30,10,2,46,1,0.9948157668113708
0,6,20,2,170,1,0.9999542236328125
0,17,15,2,416,1,0.9999209642410278
0,77,10,3,89,1,0.0010147725697606802
0,74,20,3,312,1,0.003676838707178831
0,57,0,3,155,1,2.8468988944041485e-07
0,23,0,3,286,1,0.047568429261446
0,19,15,3,176,1,3.837755286895117e-07
0,47,5,2,177,1,5.635571120876648e-09
0,43,5,3,413,1,2.4733606274196518e-09
0,37,20,2,266,1,0.04290139302611351
0,30,5,2,46,1,0.9465314149856567
0,89,0,3,285,1,3.194775277659545e-10
0,26,15,2,30,1,0.37970611453056335
0,36,15,3,217,0,0.25567832589149475
0,71,5,3,200,0,7.156743231462315e-05
0,57,20,3,155,1,1.228586228307904e-07
0,8,10,2,208,1,0.01375182531774044
0,82,10,3,206,1,1.938963123393478e-07
0,12,20,2,289,1,0.0380517840385437
0,64,15,2,374,1,0.013247326947748661
0,44,0,2,429,0,0.2801019549369812
0,20,15,3,193,0,0.32093656063079834
0,37,10,2,266,1,0.4730238914489746
0,32,25,3,104,1,1.1850750070152571e-06
0,31,5,2,88,1,0.9889041781425476
0,53,25,2,393,1,0.9932184815406799
0,73,15,2,295,0,0.9061091542243958
0,16,10,2,385,1,0.9995102882385254
0,81,25,2,183,1,0.9999743700027466
0,42,0,2,385,1,0.0005088265752419829
0,19,0,3,176,1,3.128808384644799e-05
0,39,25,3,308,1,0.38835325837135315
0,31,20,2,88,1,0.8416609764099121
0,18,5,2,435,1,0.7771875262260437
0,43,0,3,413,1,3.316615675430512e-07
0,76,25,2,51,1,0.9528096914291382
0,45,25,2,119,1,0.11603904515504837
0,31,25,2,88,1,0.001055487198755145
0,81,5,2,183,1,0.005032407119870186
0,2,20,3,156,0,0.7173027992248535
0,72,0,2,280,1,0.9991713762283325
0,37,0,2,266,1,0.0014344650553539395
0,33,25,2,120,1,0.9999974966049194
0,90,20,3,27,0,7.866506166465115e-06
0,31,0,2,88,1,0.9996592998504639
0,39,20,3,308,1,8.181564771803096e-05
0,92,5,3,82,0,7.997550710570067e-05
0,69,15,2,14,1,3.456433842075057e-05
0,2,5,3,156,0,0.8579403758049011
0,80,15,2,119,1,0.5950879454612732
0,67,0,2,116,0,0.7938094139099121
0,42,25,2,385,1,0.000921095721423626
0,54,5,2,99,1,1.7443986507714726e-05
0,75,20,2,348,0,0.9996428489685059
0,77,0,3,89,1,8.671247633174062e-05
0,25,0,2,346,1,0.8996899127960205
0,68,25,2,148,0,0.001730664516799152
0,17,5,2,416,1,0.9618667364120483
0,34,0,2,157,1,0.017275121062994003
0,15,0,2,371,1,0.010936858132481575
0,71,10,3,200,0,4.583201302921225e-07
0,61,10,2,269,1,0.035446904599666595
0,91,25,3,62,0,0.03905009850859642
0,74,5,3,312,1,6.222310912562534e-05
0,89,15,3,285,1,3.662563904072158e-05
0,78,0,3,142,1,0.0013830633834004402
0,76,0,2,51,1,0.999613344669342
0,62,20,2,342,1,0.00017447044956497848
0,80,20,2,119,1,0.9997591376304626
0,62,5,2,342,1,0.0010631917975842953
0,63,20,2,38,1,0.984511137008667
0,77,15,3,89,1,1.1625648994595394e-06
0,60,15,2,251,1,0.14246630668640137
0,23,20,3,286,1,0.9935192465782166
0,58,5,2,179,0,1.0942014341708273e-05
0,12,10,2,289,1,0.8606770634651184
0,22,10,2,250,1,0.01780886761844158
0,35,10,2,17,1,0.99679034948349
0,92,20,3,82,0,0.00023624030291102827
0,92,15,3,82,0,4.078424535691738e-05
0,72,15,2,280,1,0.4768751263618469
0,9,20,2,230,1,0.2958252429962158
0,88,0,3,229,1,7.260329937253118e-08
0,7,25,2,193,1,0.9153653979301453
0,33,10,2,120,1,0.13146686553955078
0,57,5,3,155,1,4.668718815992179e-07
0,14,10,2,337,0,0.041043397039175034
0,6,5,2,170,1,0.0011948563624173403
0,34,25,2,157,1,0.003351213177666068
0,59,5,2,235,1,0.9083964824676514
0,43,25,3,413,1,0.001422719331458211
0,48,10,3,29,1,0.8669811487197876
0,83,25,2,241,1,0.03192102909088135
0,34,10,2,157,1,4.426153282111045e-06
0,65,25,2,59,1,0.963326632976532
0,21,15,2,211,1,0.05798886716365814
0,61,20,2,269,1,1.6125288311741315e-05
0,14,5,2,337,0,0.9900362491607666
0,38,10,3,278,1,0.0030244167428463697
0,2,15,3,156,0,0.9959975481033325
0,41,20,2,344,0,4.592394361679908e-06
0,55,5,2,119,1,8.631211676402017e-05
0,19,10,3,176,1,4.059259950395244e-08
0,13,10,3,308,1,0.0044022840447723866
0,93,25,3,310,1,1.1381134754628874e-05
0,86,15,3,174,0,0.00017973626381717622
0,87,5,3,195,0,3.4112653674034377e-11
0,58,25,2,179,0,0.9998283386230469
0,28,0,2,404,1,0.9980055689811707
0,49,25,3,251,0,1.4855025938231847e-06
0,26,10,2,30,1,0.6836596131324768
0,51,25,2,355,1,0.9992964267730713
0,54,25,2,99,1,0.15769553184509277
0,53,15,2,393,1,0.986026406288147
0,9,10,2,230,1,0.28171810507774353
0,86,0,3,174,0,1.7532047991153377e-07
0,27,5,3,366,1,0.9713407158851624
0,47,25,2,177,1,4.537961558526149e-06
0,70,25,2,181,0,0.805436372756958
0,93,0,3,310,1,0.0004599114181473851
0,85,10,2,107,1,0.11526324599981308
0,23,10,3,286,1,7.211598131107166e-05
0,15,5,2,371,1,0.9998542070388794
0,5,5,2,86,1,0.9108627438545227
0,78,25,3,142,1,0.5670967102050781
0,92,0,3,82,0,1.505727595940698e-06
0,89,25,3,285,1,0.00024947739439085126
0,10,15,2,251,1,0.9984806180000305
0,77,20,3,89,1,8.978467667475343e-05
0,0,15,3,28,1,0.9696516990661621
0,52,5,2,374,1,0.00980429258197546
0,51,5,2,355,1,0.32943060994148254
0,69,10,2,14,1,0.00014295938308350742
0,42,15,2,385,1,2.3038531082875124e-08
0,30,25,2,46,1,0.016029944643378258
0,33,20,2,120,1,0.9051257967948914
0,18,10,2,435,1,0.035036735236644745
0,29,25,2,426,1,0.999797523021698
0,15,10,2,371,1,0.8328506946563721
0,87,10,3,195,0,2.226270453320467e-06
0,17,25,2,416,1,0.9999973773956299
0,70,10,2,181,0,0.02109835483133793
0,20,5,3,193,0,2.6441489353601355e-06
0,48,20,3,29,1,0.12357912212610245
0,23,5,3,286,1,0.0001239114790223539
0,85,20,2,107,1,0.012186743319034576
0,50,15,2,310,1,0.9710237383842468
0,63,0,2,38,1,0.7273337244987488
0,77,25,3,89,1,1.192352192447288e-05
0,5,10,2,86,1,0.005688865203410387
0,61,0,2,269,1,0.001557656330987811
0,16,25,2,385,1,0.8985792994499207
0,55,20,2,119,1,0.9406615495681763
0,79,25,3,303,1,0.0011614790419116616
0,62,25,2,342,1,0.1847563087940216
0,71,15,3,200,0,5.072807174322236e-10
0,21,5,2,211,1,0.9926483035087585
0,18,25,2,435,1,4.718219497590326e-05
0,70,5,2,181,0,0.0031760549172759056
0,63,15,2,38,1,0.5048269629478455
1,21,10,2,376,1,0.9928186535835266
1,25,20,2,186,1,0.9730749726295471
1,10,20,2,239,0,2.7394655717216665e-06
1,26,20,2,269,0,0.03569381311535835
1,28,0,2,414,1,0.8107476234436035
1,47,15,3,169,0,0.00022767398331779987
1,20,20,2,326,1,0.9999926090240479
1,9,0,2,218,0,0.9886964559555054
1,7,20,3,159,0,6.069491020888051e-10
1,33,25,3,271,0,0.4881536662578583
1,36,10,2,122,1,9.303036495111883e-05
1,22,15,3,65,1,8.289815056627958e-09
1,9,20,2,218,0,0.999940037727356
1,1,0,2,297,1,0.7311404943466187
1,37,5,2,137,1,0.7717879414558411
1,32,20,3,252,0,0.8016245365142822
1,27,10,2,393,0,0.9976277947425842
1,30,10,3,114,0,0.6435626745223999
1,7,15,3,159,0,0.0010172495385631919
1,3,20,2,432,0,0.3738289177417755
1,22,10,3,65,1,0.0011740420013666153
1,16,10,2,78,0,0.9997594952583313
1,44,25,2,47,1,0.9795458316802979
1,0,25,3,251,0,1.58755422002832e-11
1,14,20,3,54,0,5.690161924576387e-05
1,43,10,2,378,1,0.9999817609786987
1,45,0,3,102,0,0.14268085360527039
1,10,25,2,239,0,0.00013833108823746443
1,13,15,2,337,1,0.9344779849052429
1,26,10,2,269,0,0.9999984502792358
1,32,0,3,252,0,0.17967921495437622
1,11,0,2,180,0,0.9608222842216492
1,18,10,2,128,0,0.999622106552124
1,46,0,2,128,1,4.586176510201767e-05
1,27,0,2,393,0,0.9992555975914001
1,33,0,3,271,0,0.9994749426841736
1,4,20,2,447,0,0.12263833731412888
1,41,0,2,317,1,0.0039886776357889175
1,35,25,3,313,0,4.8768826673040166e-05
1,43,25,2,378,1,0.5148509740829468
1,6,15,3,118,1,0.04644152522087097
1,25,25,2,186,1,0.01080720778554678
1,8,5,2,179,1,2.7541706003830768e-05
1,19,25,3,166,0,0.9964757561683655
1,0,5,3,251,0,7.315931270568399e-06
1,0,0,3,251,0,6.469837643408027e-08
1,46,25,2,128,1,4.482243554093657e-08
1,37,10,2,137,1,0.12369585037231445
1,37,15,2,137,1,0.06776867806911469
1,13,20,2,337,1,0.9818705320358276
1,4,25,2,447,0,0.933570921421051
1,26,15,2,269,0,0.049819137901067734
1,21,25,2,376,1,0.9999115467071533
1,1,5,2,297,1,0.513362467288971
1,6,20,3,118,1,0.03539799153804779
1,2,5,2,359,0,0.7247478365898132
1,14,15,3,54,0,6.230795406736434e-05
1,35,5,3,313,0,7.557817980341497e-07
1,20,5,2,326,1,0.9946764707565308
1,19,20,3,166,0,0.9230393171310425
1,34,0,3,292,0,0.6286537051200867
1,12,15,2,249,1,1.0
1,18,5,2,128,0,0.9998818635940552
1,31,10,3,128,0,2.7558706278796308e-05
1,47,20,3,169,0,6.816494533268269e-07
1,42,15,2,340,1,0.9936502575874329
1,6,25,3,118,1,4.059364437125623e-05
1,15,10,3,65,0,2.92907884613669e-07
1,20,15,2,326,1,0.9999998807907104
1,20,10,2,326,1,0.9999994039535522
1,10,5,2,239,0,8.374981916858815e-06
1,5,5,2,489,1,4.8301404603989795e-05
1,32,5,3,252,0,5.04155923408689e-06
1,40,25,3,257,0,0.5386015176773071
1,38,5,2,155,1,0.9999986886978149
1,31,25,3,128,0,8.396126759180333e-06
1,22,25,3,65,1,1.859890289779287e-05
1,30,15,3,114,0,0.013090569525957108
1,30,5,3,114,0,0.004298079758882523
1,33,5,3,271,0,0.9939942955970764
